N_relax:10000	 Nsample:500
0.01	-516.12	27.1518	266698	963.928
0.11	-549.922	30.5025	302802	1174.73
0.21	-586.432	31.8126	344279	1285.31
0.31	-621.94	35.4778	387176	1623.71
0.41	-659.756	35.4245	435636	1619.76
0.51	-696.832	39.3049	485993	1972.68
0.61	-737.018	40.7535	543569	2140
0.71	-775.476	44.9148	601827	2609.68
0.81	-817.376	50.7472	668532	3231.27
0.91	-862.396	57.2228	744148	4146.83
1.01	-906.392	66.5462	821990	5651.9
1.11	-955.472	77.2398	913442	7469.6
1.21	-1006.61	90.0352	1.01386e+06	10374.6
1.31	-1070.04	125.91	1.14567e+06	20193.9
1.41	-1157.24	252.949	1.34048e+06	77926.6
1.51	-1356.08	847.118	1.83998e+06	720796
1.61	-1425.01	931.854	2.03123e+06	869288
1.71	-1467.64	975.771	2.15423e+06	952331
1.81	-1490.11	993.7	2.22062e+06	987556
1.91	-1504.59	1004.05	2.2639e+06	1.00818e+06
2.01	-1513.57	1010.18	2.29097e+06	1.0205e+06
2.11	-1520.42	1014.68	2.31174e+06	1.02961e+06
2.21	-1525.43	1017.92	2.32697e+06	1.03617e+06
2.31	-1528.34	1019.58	2.33585e+06	1.03956e+06
2.41	-1530.4	1020.81	2.34214e+06	1.04206e+06
2.51	-1532.18	1021.87	2.34758e+06	1.04423e+06
2.61	-1533.25	1022.49	2.35085e+06	1.0455e+06
2.71	-1534.06	1022.94	2.35335e+06	1.04641e+06
2.81	-1534.47	1023.19	2.35462e+06	1.04693e+06
2.91	-1534.95	1023.45	2.35607e+06	1.04744e+06
