N_relax:10000	 Nsample:500
0.01	-205.93	27.8189	42488.4	991.452
0.11	-214.348	28.3565	46035.4	1040.14
0.21	-222.649	28.6981	49651	1047.67
0.31	-231.234	30.8747	53550.3	1228.76
0.41	-239.877	30.0657	57640.9	1194.98
0.51	-249.79	31.9965	62488.5	1277.58
0.61	-259.732	32.9387	67558.5	1362.87
0.71	-270.937	31.2046	73508	1254.9
0.81	-279.912	34.7053	78461.9	1556.67
0.91	-292.146	35.952	85454	1631.14
1.01	-303.068	37.1938	91974.6	1740.15
1.11	-315.321	36.997	99561.7	1787.51
1.21	-328.584	39.8479	108107	2021.5
1.31	-342.921	41.8952	117733	2251.4
1.41	-357.411	45.1656	127902	2530.26
1.51	-371.727	47.0121	138344	2799.86
1.61	-390.009	49.3369	152277	3129.36
1.71	-408.377	54.4187	166976	3718.28
1.81	-428.695	56.8135	183997	4066.87
1.91	-453.171	65.5803	205630	5428.13
2.01	-481.384	72.7132	232010	6879.49
2.11	-512.161	88.2265	262638	10030.7
2.21	-557.846	129.42	311907	23046
2.31	-626.567	222.638	393474	61599.4
2.41	-872.834	884.343	762453	783246
2.51	-923.935	942.349	853998	888431
2.61	-950.064	967.107	902837	935520
2.71	-968.683	983.734	938498	967858
2.81	-980.715	993.169	961915	986466
2.91	-990.375	1000.66	980921	1.00138e+06
3.01	-997.404	1005.82	994875	1.01171e+06
3.11	-1003.29	1009.88	1.00663e+06	1.0199e+06
3.21	-1007.34	1012.89	1.01476e+06	1.02597e+06
3.31	-1010.9	1015.34	1.02195e+06	1.03094e+06
3.41	-1013.52	1017.05	1.02724e+06	1.0344e+06
3.51	-1015.51	1018.42	1.03129e+06	1.03719e+06
3.61	-1017.22	1019.64	1.03476e+06	1.03967e+06
3.71	-1018.49	1020.46	1.03733e+06	1.04135e+06
3.81	-1019.46	1021.08	1.03932e+06	1.04261e+06
3.91	-1020.3	1021.63	1.04102e+06	1.04374e+06
