N_relax:10000	 Nsample:500
0.01	-309.836	28.4881	96233.5	1032.93
0.11	-335.176	29.3043	112589	1109.2
0.21	-359.956	28.5006	129853	1024.87
0.31	-390.978	30.5777	153172	1185.88
0.41	-419.828	32.9557	176572	1409.29
0.51	-451.04	33.571	203748	1457.84
0.61	-485.032	35.9127	235578	1637.97
0.71	-518.892	38.4996	269597	1946.65
0.81	-553.578	41.6891	306814	2210.74
0.91	-590.142	43.3466	348717	2317.47
1.01	-628.368	46.6396	395281	2780.4
1.11	-671.172	50.9856	450909	3250.16
1.21	-713.564	54.2488	509659	3717.93
1.31	-762.078	61.9867	581274	4872.89
1.41	-813.716	68.1974	662702	6021.23
1.51	-877.092	81.3132	769958	8378.76
1.61	-968.18	147.145	938474	27371
1.71	-1258.38	747.977	1.58641e+06	569917
1.81	-1406.75	940.452	1.97964e+06	885020
1.91	-1457.66	979.135	2.12513e+06	958937
2.01	-1485.62	997.132	2.20724e+06	994355
2.11	-1502.42	1007.01	2.25737e+06	1.01412e+06
2.21	-1512.68	1012.4	2.28829e+06	1.02499e+06
2.31	-1519.17	1015.86	2.30794e+06	1.032e+06
2.41	-1524.54	1018.54	2.32426e+06	1.03744e+06
2.51	-1527.64	1020.12	2.3337e+06	1.04066e+06
2.61	-1529.71	1021.1	2.34002e+06	1.04266e+06
2.71	-1531.26	1021.87	2.34477e+06	1.04423e+06
2.81	-1532.81	1022.59	2.3495e+06	1.04569e+06
2.91	-1498.65	1022.59	2.24619e+06	1.04569e+06
